,Index,Lemma,Derived Word,Context
1207,1208,अलाप,अलापो,राग अलापो और
1208,1209,दास्तान,दास्तानों,इन दास्तानों पर
1209,1210,दास्तान,दास्तानगो,यानी दास्तानगो भी
1210,1211,बीत,बीतना,रात बीतना तो
1211,1212,कनिष्ठ,कनिष्ठों,वे कनिष्ठों में
1212,1213,रैपिड,रैपिडो,कंपनियों रैपिडो टैक्सी
1213,1214,जीता,जीताजागता,एक जीताजागता इंसान
1214,1215,जीता,जीताया,काे जीताया जाए
1215,1216,छात्रवृत्ति,छात्रवृत्तियों,की छात्रवृत्तियों में
1216,1217,छात्रवृत्ति,छात्रवृत्तियां,में छात्रवृत्तियां दी
1217,1218,स्वंयसेवक,स्वंयसेवकों,संस्कार स्वंयसेवकों में
1218,1219,स्वंयसेवक,स्वंयसेवको,सहमति स्वंयसेवको की
1219,1220,भटक,भटकाए,से भटकाए रखना
1220,1221,भटक,भटकने,होकर भटकने को
1221,1222,भटक,भटकता,वह भटकता अपने
1222,1223,क्राउन,क्राउन्स,अपने क्राउन्स में
1223,1224,मरीज,मरीजा,और मरीजा था
1224,1225,मरीज,मरीजाें,हाेल्डर मरीजाें काे
1225,1226,मरीज,मरीजोें,तथा मरीजोें के
1226,1227,तेजतर्रार,तेजतर्रारी,हुए तेजतर्रारी दिखायेगें
1227,1228,टस्कन,टस्कनी,के टस्कनी में
1228,1229,लड्डू,लड्डूओ,पोष्टिक लड्डूओ में
1229,1230,लड्डू,लड्डूओं,इन लड्डूओं को
1230,1231,कर्ज,कर्जा,रुपया कर्जा माफ
1231,1232,कर्ज,कर्जे,गए कर्जे के
1232,1233,कर्ज,कर्जांे,नए कर्जांे पर
1233,1234,कर्ज,कर्जे़,अगर कर्जे़ तवील
1234,1235,कर्ज,कर्जों,फंसे कर्जों यानी
1235,1236,बज,बजते,हार्न बजते रहे
1236,1237,हिमाचल,हिमाचलः,दिव्य हिमाचलः क्या
1237,1238,हिमाचल,हिमाचलप्रदेश,व हिमाचलप्रदेश व
1238,1239,हिमाचल,हिमाचलियों,में हिमाचलियों के
1239,1240,मिशनरी,मिशनरीज़,क्रिस्चियन मिशनरीज़ की
1240,1241,मुस्कुरा,मुस्कुराइ,भी मुस्कुराइ और
1241,1242,मुस्कुरा,मुस्कुराई,वह मुस्कुराई और
1242,1243,मुस्कुरा,मुस्कुराए,से मुस्कुराए और
1243,1244,संतुष्ट,संतुष्टि,मेरी संतुष्टि का
1244,1245,आश्वासन,आश्वासनो,के आश्वासनो के
1245,1246,डीएलएफ,डीएलएफ़,डेवलपर डीएलएफ़ समूह
1246,1247,पुष्टि,पुष्टिभक्ति,और पुष्टिभक्ति के
1247,1248,पुष्टि,पुष्टिं,कीर्तिं पुष्टिं बलं
1248,1249,मध्यकालीन,मध्यकालीनता,में मध्यकालीनता पूरे
1249,1250,इत्तेफाक,इत्तेफाकन,और इत्तेफाकन आज
1250,1251,इत्तेफाक,इत्तेफाक़,तरह इत्तेफाक़ रखते
1251,1252,साहिब,साहिबः,पांवटा साहिबः जिला
1252,1253,साहिब,साहिबआणा,नगर साहिबआणा लुधियाना
1253,1254,दिक्कत,दिक्कते,काफी दिक्कते पेश
1254,1255,दिक्कत,दिक्कतेें,की दिक्कतेें और
1255,1256,पराशर,पराशरमुनि,फार्मासिस्ट पराशरमुनि दुबे
1256,1257,सिविल,सिविलसर्जन,मोतिहारी सिविलसर्जन का
1257,1258,सिविल,सिविललाइंस,साउथ सिविललाइंस में
1258,1259,घराना,घरानाक,बनारस घरानाक चंद्रभाल
1259,1260,रफ्तार,रफ्तारी,तेज रफ्तारी में
1260,1261,अभिभावक,अभिभावकगण,ने अभिभावकगण की
1261,1262,अभिभावक,अभिभावको,सभी अभिभावको तथा
1262,1263,संसदीय,संसदीयकार्य,पर संसदीयकार्य राज्यमंत्री
1263,1264,संसदीय,संसदीयआम,तेल संसदीयआम सहमति
1264,1265,अहीर,अहीरन,देगें अहीरन के
1265,1266,अहीर,अहीरिन,जैसी अहीरिन के
1266,1267,अहीर,अहीरनी,तब अहीरनी दहेंड़ी
1267,1268,अहिंसा,अहिंसामयी,के अहिंसामयी सिद्धात
1268,1269,जगमगा,जगमगाई,की जगमगाई बिल्डिंग
1269,1270,जगमगा,जगमगाओ,को जगमगाओ ताकि
1270,1271,जगमगा,जगमगाए,में जगमगाए बिग
1271,1272,फोकस,फोकसः,हो फोकसः मुख्यमंत्री
1272,1273,फोकस,फोकसिंग,पर फोकसिंग लेंस
1273,1274,इंडिया,इंडियाटुडे,घोटाला इंडियाटुडे से
1274,1275,इंडिया,इंडियाः,टीम इंडियाः अजिंक्या
1275,1276,वर्चस्व,वर्चस्वता,में वर्चस्वता की
1276,1277,खालसा,खालसाई,आठवें खालसाई खेल
1277,1278,नाखुश,नाखुशी,पर नाखुशी जताते
1278,1279,नाखुश,नाखुशगवार,एक नाखुशगवार सुबह
1279,1280,अराजकता,अराजकतापूर्ण,की अराजकतापूर्ण हरकतों
1280,1281,भ्रमण,भ्रमणभाष,के भ्रमणभाष पर
1281,1282,बकाया,बकायादारों,पर बकायादारों के
1282,1283,बकाया,बकायादा,का बकायादा डाक
1283,1284,विजय,विजयइंदर,सांसद विजयइंदर सिंगला
1284,1285,पतित,पतितन,मानो पतितन को
1285,1286,पतित,पतितपना,जाना पतितपना ऐसे
1286,1287,पतित,पतितयो,और पतितयो को
1287,1288,पतित,पतिते,लिया पतिते राम
1288,1289,पराक्रम,पराक्रमों,उनके पराक्रमों की
1289,1290,पराक्रम,पराक्रमहीनता,को पराक्रमहीनता एवं
1290,1291,पराक्रम,पराक्रमशाली,जिससे पराक्रमशाली वीरों
1291,1292,रंग,रंगता,में रंगता नजर
1292,1293,रंग,रंगकर,में रंगकर रातों
1293,1294,कागज,कागज़,वाला कागज़ रखना
1294,1295,मोर्चा,मोर्चाः,का मोर्चाः ये
1295,1296,मोर्चा,मोर्चाे,के मोर्चाे से
1296,1297,मठाधीश,मठाधीशो,तीन मठाधीशो के
1297,1298,मठाधीश,मठाधीशी,लोग मठाधीशी करते
1298,1299,टर्मिनल,टर्मिनलत,होती टर्मिनलत तीन
1299,1300,टर्मिनल,टर्मिनल्स,इंपोर्ट टर्मिनल्स और
1300,1301,रोग,रोगों,के रोगों से
1301,1302,क्रम,क्रमबध्द,के क्रमबध्द उन्नयन
1302,1303,क्रम,क्रमविन्यास,के क्रमविन्यास में
1303,1304,परोक्ष,परोक्षरूप,उन्होंने परोक्षरूप से
1304,1305,रूठ,रूठें,आप रूठें तो
1305,1306,रूठ,रूठने,के रूठने मनाने
1306,1307,रूठ,रूठता,से रूठता है
1307,1308,लादेन,लादेनजी,बिन लादेनजी का
1308,1309,लादेन,लादेने,बिन लादेने को
1309,1310,बिंदु,बिंदुओं,के बिंदुओं को
1310,1311,बिंदु,बिंदुपथ,तो बिंदुपथ एक
1311,1312,शर्मनाक,शर्मनाक़,इस शर्मनाक़ हरक़त
1312,1313,शर्मनाक,शर्मनाकः,पढ़ेंः शर्मनाकः तेलंगाना
1313,1314,रत्न,रत्नः,मिनी रत्नः एवं
1314,1315,ब्रेड,ब्रेडक्रम्ब,सूखे ब्रेडक्रम्ब कप
1315,1316,वियतनाम,वियतनामियों,ही वियतनामियों ने
1316,1317,वियतनाम,वियतनामी,काम वियतनामी मछुआरों
1317,1318,असीम,असीमीत,तुम्हे असीमीत अधिकार
1318,1319,टंडन,टंडनजी,जीवन टंडनजी ने
1319,1320,आकाश,आकाशसे,कोई आकाशसे टपक
1320,1321,आकाश,आकाशके,तो आकाशके समान
1321,1322,सुपरस्टार,सुपरस्टार्स,ही सुपरस्टार्स फराह
1322,1323,सुपरस्टार,सुपरस्टारों,बड़े सुपरस्टारों में
1323,1324,सुपरस्टार,सुपरस्टारडम,के सुपरस्टारडम को
1324,1325,सोलंग,सोलंगी,रजा सोलंगी से
1325,1326,कनस्तर,कनस्तरों,और कनस्तरों को
1326,1327,सीलिंग,सीलिंग्स,बेस्ट सीलिंग्स लिमिटेड
1327,1328,पच्चीस,पच्चीसेक,हिंदी पच्चीसेक साल
1328,1329,पच्चीस,पच्चीसो,साथ पच्चीसो को
1329,1330,ब्राजील,ब्राजीलने,विशेषकर ब्राजीलने वनोन्मूलन
1330,1331,खाड़ी,खाड़ीमें,की खाड़ीमें जाकर
1331,1332,धड़धड़ा,धड़धड़ाती,इनकी धड़धड़ाती आवाज
1332,1333,धड़धड़ा,धड़धड़ाते,वो धड़धड़ाते हुए
1333,1334,रोहतास,रोहतासगढ़,में रोहतासगढ़ किला
1334,1335,रोहतास,रोहतासी,मनीष रोहतासी ने
1335,1336,रोहतास,रोहतासगढ,उन्होने रोहतासगढ के
1336,1337,रोहतास,रोहतासगढ़,रक्खें रोहतासगढ़ की
1337,1338,जुड़,जुड़कर,से जुड़कर जटिल
1338,1339,जुड़,जुड़ते,अकसर जुड़ते रहते
1339,1340,जुड़,जुड़क्रर,से जुड़क्रर क्या
1340,1341,महाजन,महाजनजी,वे महाजनजी के
1341,1342,आदर,आदरभाव,के आदरभाव का
1342,1343,अनिवासी,अनिवासीय,इस अनिवासीय शिविर
1343,1344,परिदृश्य,परिदृश्यों,खूबसूरत परिदृश्यों और
1344,1345,उडा,उडाता,में उडाता गया
1345,1346,उडा,उडाया,से उडाया जा
1346,1347,सौंदर्य,सौंदर्यता,प्राकृतिक सौंदर्यता का
1347,1348,हैंडीक्राफ्ट,हैंडीक्राफ्ट्स,लिए हैंडीक्राफ्ट्स प्रशिक्षण
1348,1349,मनोरंजक,मनोरंजकपूर्ण,स्वस्थ मनोरंजकपूर्ण सपारिवारिक
1349,1350,नकाब,नकाबो,मशहूर नकाबो की
1350,1351,नकाब,नकाबें,ज्यादा नकाबें ओढ़
1351,1352,नकाब,नकाबों,चेहरे नकाबों से
1352,1353,संयोजक,संयोजको,जिला संयोजको को
1353,1354,संयोजक,संयोजकगण,राष्ट्रीय संयोजकगण श्री
1354,1355,संयोजक,संयोजककेँ,भावी संयोजककेँ संचालन
1355,1356,रिसाव,रिसावों,तथाकथित रिसावों को
1356,1357,रिसाव,रिसावरहित,बाद रिसावरहित पात्रों
1357,1358,भडका,भडकाउ,के भडकाउ बयान
1358,1359,भडका,भडकाने,हिंसा भडकाने के
1359,1360,ध्रुव,ध्रुवलाल,उम्मीदवार ध्रुवलाल के
1360,1361,सब्जी,सब्जीमंड़ी,की सब्जीमंड़ी में
1361,1362,सब्जी,सब्जी़,एक सब्जी़ बैंगन
1362,1363,सब्जी,सब्जीयों,की सब्जीयों को
1363,1364,विधवा,विधवाए,की विधवाए भाजपा
1364,1365,विधवा,विधवाएँ,रहे विधवाएँ बिलख
1365,1366,विधवा,विधवाएं,की विधवाएं व
1366,1367,आक्रोशित,आक्रोशितों,की आक्रोशितों ने
1367,1368,जिंदादिल,जिंदादिली,भी जिंदादिली और
1368,1369,डिवाइस,डिवाइसस,स्टोरेज डिवाइसस यूज़
1369,1370,डिवाइस,डिवाइसेज,इंजीनियरिंग डिवाइसेज लिमिटेड
1370,1371,डिवाइस,डिवाइसो,सी डिवाइसो को
1371,1372,गेटकीपर,गेटकीपरों,या गेटकीपरों के
1372,1373,शिकायत,शिकायतशिकायत,है शिकायतशिकायत के
1373,1374,अर्पित,अर्पितकर,कोश्रद्धांजलि अर्पितकर वर्ष
1374,1375,सामान,सामानों,ऐसे सामानों की
1375,1376,वासुदेव,वासुदेवक,प्रति वासुदेवक प्रति
1376,1377,वासुदेव,वासुदेवं,रामतपनं वासुदेवं च
1377,1378,पदचिन्ह,पदचिन्हो,के पदचिन्हो पर
1378,1379,अलंकरण,अलंकरणो,के अलंकरणो से
1379,1380,अलंकरण,अलंकरणों,क्लिष्ट अलंकरणों के
1380,1381,विमानपत्तन,विमानपत्तनों,सभी विमानपत्तनों को
1381,1382,गुरूजी,गुरूजीत,दिनेश गुरूजीत सिंह
1382,1383,पूनम,पूनमजी,कि पूनमजी जैसी
1383,1384,अभिजात्य,अभिजात्यों,इन अभिजात्यों से
1384,1385,अभिजात्य,अभिजात्यवर्ग,ये अभिजात्यवर्ग के
1385,1386,अभिजात्य,अभिजात्यता,की अभिजात्यता भी
1386,1387,अभिजात्य,अभिजात्यवादी,अपनी अभिजात्यवादी मानसिकता
1387,1388,पर्यटन,पर्यटनक,जहां पर्यटनक अपनी
1388,1389,पर्यटन,पर्यटनः,में पर्यटनः चुनौतियां
1389,1390,पर्यटन,पर्यटनीय,उस पर्यटनीय अनुभव
1390,1391,लग्न,लग्नफल,यह लग्नफल बहुत
1391,1392,लग्न,लग्नेष,बीते लग्नेष षुक्र
1392,1393,लग्न,लग्नेश,का लग्नेश के
1393,1394,लग्न,लग्नस्थ,जब लग्नस्थ होता
1394,1395,सूफी,सूफीयत,विषय सूफीयत और
1395,1396,सूफी,सूफीमत,करता सूफीमत भारत
1396,1397,सूफी,सूफीयाना,पनीर सूफीयाना दही
1397,1398,सूफी,सूफीज्म,जो सूफीज्म का
1398,1399,चर्चा,चर्चाऐं,भी चर्चाऐं यह
1399,1400,चर्चा,चर्चायन,एक चर्चायन यहाँ
1400,1401,नींबू,नींबूं,सीडलैस नींबूं की
1401,1402,तसवीर,तसवीरे,की तसवीरे शेयर
1402,1403,तसवीर,तसवीरों,इन तसवीरों से
1403,1404,ईमानदार,ईमानदारों,सच्चे ईमानदारों पर
1404,1405,महबूब,महबूबे,इंसान महबूबे खुदा
1405,1406,महबूब,महबूबुल,निदेशक महबूबुल अनम
1406,1407,रिमोट,रिमोटली,ने रिमोटली पायलेट
1407,1408,हैरान,हैरानये,किया हैरानये भी
1408,1409,बरदह,बरदहां,बस बरदहां पाल
1409,1410,बरदह,बरदहा,पास बरदहा नदी
1410,1411,जगदीशपुर,जगदीशपुरा,से जगदीशपुरा गांव
1411,1412,जगदीशपुर,जगदीशपुरी,तहत जगदीशपुरी से
1412,1413,मेडन,मेडनहेड,अपनी मेडनहेड सीट
1413,1414,मेडन,मेडनहैड,से मेडनहैड सीट
1414,1415,किन्नौर,किन्नौरों,लोग किन्नौरों को
1415,1416,किन्नौर,किन्नौरा,का किन्नौरा पश्चिम
1416,1417,किन्नौर,किन्नौरी,तिब्बती किन्नौरी इस
1417,1418,इस्माइल,इस्माइलोव,के इस्माइलोव ने
1418,1419,इस्माइल,इस्माइला,गांव इस्माइला निवासी
1419,1420,इस्माइल,इस्माइलगंज,यह इस्माइलगंज के
1420,1421,जलस्तर,जलस्तरों,के जलस्तरों पर
1421,1422,सौभाग्,सौभाग्यमल,संरक्षकगण सौभाग्यमल ज्ञानचन्द
1422,1423,सौभाग्,सौभाग्यकी,यशोदाके सौभाग्यकी तुलना
1423,1424,मेहनती,मेहनतीची,त्यामुळे मेहनतीची तयार
1424,1425,टेक्सटाइल,टेक्सटाइल्स,सतलज टेक्सटाइल्स का
1425,1426,सीक्रेट,सीक्रेटस,छिपाए सीक्रेटस उलझा
1426,1427,सीक्रेट,सीक्रेटली,से सीक्रेटली शादी
1427,1428,सीक्रेट,सीक्रेटगूगल,लाजबाब सीक्रेटगूगल बनायेगा
1428,1429,सीक्रेट,सीक्रेट्,भी सीक्रेट् नहीं
1429,1430,बंदर,बंदरों,से बंदरों को
1430,1431,बंदर,बंदरकूदनी,ताऊनाथ बंदरकूदनी आश्रम
1431,1432,बंदर,बंदरे,योजनेंतर्गत बंदरे जोडण्याचा
1432,1433,सीढी,सीढी़,की सीढी़ से
1433,1434,मोहन,मोहनजी,बार मोहनजी गंभीर
1434,1435,लिखवा,लिखवाकर,से लिखवाकर खाद
1435,1436,लिखवा,लिखवाओ,पर लिखवाओ नाम
1436,1437,लिखवा,लिखवाइए,भी लिखवाइए कि
1437,1438,लिखवा,लिखवावे,केस लिखवावे थाना
1438,1439,विज्ञान,विज्ञानगल्प,पर विज्ञानगल्प द्वारा
1439,1440,विज्ञान,विज्ञानः,मौसम विज्ञानः शिमला
1440,1441,शमा,शमां,जहां शमां इक
1441,1442,नेत्रहीन,नेत्रहीनो,को नेत्रहीनो के
1442,1443,नेत्रहीन,नेत्रहीनों,को नेत्रहीनों की
1443,1444,पलटन,पलटनि,बागी पलटनि कााली
1444,1445,लक्षण,लक्षणों,शुभ लक्षणों वाला
1445,1446,विस्फोट,विस्फोटः,कांगो विस्फोटः मरने
1446,1447,विस्फोट,विस्फोटो,बम विस्फोटो द्वारा
1447,1448,छापा,छापाः,आयकर छापाः घंटे
1448,1449,सांप,सांपो,जानेवाले सांपो में
1449,1450,सांप,सांपों,का सांपों का
1450,1451,शुरूआत,शुरूआता,की शुरूआता के
1451,1452,श्याम,श्याममय,से श्याममय बना
1452,1453,स्लाइड,स्लाइडस,की स्लाइडस कोमल
1453,1454,स्लाइड,स्लाइडो,खबर स्लाइडो कन्या
1454,1455,स्लाइड,स्लाइड्,दराज स्लाइड् स
1455,1456,कारीगर,कारीगरो,और कारीगरो द्वारा
1456,1457,माणक,माणकचौक,अनुसार माणकचौक स्थित
1457,1458,माणक,माणको,निवासी माणको अपनी
1458,1459,माणक,माणकलाव,नारायणसिंह माणकलाव से
1459,1460,माणक,माणकमल,उपाध्यक्ष माणकमल पारसमलजी
1460,1461,बदमाश,बदमाशन,उड़ाकर बदमाशन उसके
1461,1462,बदमाश,बदमाशाें,जब बदमाशाें ने
1462,1463,कम्पनी,कम्पनीज़,कुछ कम्पनीज़ में
1463,1464,शरीफ,शरीफी,अहमद शरीफी ने
1464,1465,शरीफ,शरीफगंज,ने शरीफगंज से
1465,1466,शरीफ,शरीफन,कमांडर शरीफन व्
1466,1467,शरीफ,शरीफनगर,पर शरीफनगर में
1467,1468,शरीफ,शरीफजादे,पहले शरीफजादे और
1468,1469,राजेश,राजेशा,चाहुंगी राजेशा जी
1469,1470,राजेश,राजेशकुमार,श्री राजेशकुमार सिरसवार
1470,1471,मेहर,मेहरुन,ननद मेहरुन पत्नी
1471,1472,तेजी,तेजी़,सूरत तेजी़ से
1472,1473,आंकड,आंकडो़ं,के आंकडो़ं के
1473,1474,वैल्यू,वैल्यूअर,से वैल्यूअर के
1474,1475,वैल्यू,वैल्यूज,ह्यूमन वैल्यूज के
1475,1476,वैल्यू,वैल्यूज़,की वैल्यूज़ कायम
1476,1477,खेलकूद,खेलकूदों,न खेलकूदों की
1477,1478,मेमन,मेमनो,और मेमनो के
1478,1479,जज्बात,जज्बातो,के जज्बातो को
1479,1480,जज्बात,जज्बातों,अपने जज्बातों को
1480,1481,प्रमुख,प्रमुखः,मोसाद प्रमुखः जनरल
1481,1482,गश्ती,गश्तीदल,के गश्तीदल ने
1482,1483,निर्देशक,निर्देशकन,बड़का निर्देशकन का
1483,1484,निर्देशक,निर्देशकनिर्माता,और निर्देशकनिर्माता गुरुदत्त
1484,1485,प्रेरणास्त्रोत,प्रेरणास्त्रोतों,अपने प्रेरणास्त्रोतों का
1485,1486,जगतार,जगतारन,हो जगतारन ने
1486,1487,सुझा,सुझाऊँ,नाम सुझाऊँ तो
1487,1488,सुझा,सुझाओ,का सुझाओ हमारे
1488,1489,सुझा,सुझाइए,को सुझाइए ताकि
1489,1490,सुझा,सुझात,यह सुझात तीन
1490,1491,सलाहकार,सलाहकारी,मार्केटिंग सलाहकारी सेवाओं
1491,1492,वायुमंडल,वायुमंडलकी,हेतु वायुमंडलकी शुद्धि
1492,1493,वायुमंडल,वायुमंडलमें,पृथ्वीके वायुमंडलमें ही
1493,1494,वायुमंडल,वायुमंडलके,जाती वायुमंडलके स्तरोंसे
1494,1495,हिंसक,हिंसको,भी हिंसको की
1495,1496,हिंसक,हिंसकभाव,हम हिंसकभाव से
1496,1497,हिंसक,हिंसकों,बौद्ध हिंसकों का
1497,1498,स्तूप,स्तूपा,ताई स्तूपा द्वारा
1498,1499,स्तूप,स्तूपो,और स्तूपो को
1499,1500,मंत्र,मंत्रॐ,बृहस्पति मंत्रॐ बृं
1500,1501,मंत्र,मंत्रजप,के मंत्रजप के
1501,1502,रायगढ़,रायगढ़ः,आयोजित रायगढ़ः कलेक्टर
1502,1503,रायगढ़,रायगढ़ा,के रायगढ़ा जिले
1503,1504,स्टेशन,स्टेशने,नामना स्टेशने लोकल
1504,1505,फ्लो,फ्लोई,लंबी फ्लोई जिन्हें
1505,1506,हुमांयू,हुमांयूं,सैनिक हुमांयूं खान
1506,1507,बेगम,बेगमी,लिए बेगमी दालान
1507,1508,बेगम,बेगमो,तथा बेगमो के
1508,1509,बाँस,बाँसो,मारे बाँसो उछल
1509,1510,बाँस,बाँसा,गांव बाँसा में
1510,1511,कॉरपोरेट,कॉरपोरेटवाद,में कॉरपोरेटवाद कहना
1511,1512,कॉरपोरेट,कॉरपोरेटी,इस कॉरपोरेटी पर
1512,1513,थ्री,थ्रील,और थ्रील से
1513,1514,अत्याचार,अत्याचारों,वालें अत्याचारों से
1514,1515,अभियोग,अभियोगपक्ष,उन्होंने अभियोगपक्ष के
1515,1516,अभियोग,अभियोगों,चलाए अभियोगों को
1516,1517,अभियोग,अभियोगपत्र,गए अभियोगपत्र के
1517,1518,अभियोग,अभियोगी,ज्यादातर अभियोगी को
1518,1519,पेज,पेज़,इस पेज़ को
1519,1520,पेज,पेजों,सभी पेजों पर
1520,1521,पनाह,पनाहगार,का पनाहगार बनाने
1521,1522,पनाह,पनाहें,तेरी पनाहें मुझे
1522,1523,अब्दुल,अब्दुलाह,शेख़ अब्दुलाह मेरी
1523,1524,लिंकन,लिंकन्स,कलकत्ता लिंकन्स इन
1524,1525,पंचायत,पंचायताें,ग्राम पंचायताें को
1525,1526,पंचायत,पंचायतोें,नगर पंचायतोें में
1526,1527,पंचायत,पंचायतः,जनपद पंचायतः अनारक्षित
1527,1528,पंचायत,पंचायतघर,के पंचायतघर पराड़ा
1528,1529,एसएलपी,एसएलपीपी,में एसएलपीपी के
1529,1530,मीनार,मीनारन,तोहार मीनारन क
1530,1531,मीनार,मीनारे,जिसकी मीनारे तक़रीबन
1531,1532,मीनार,मीनारनुमा,ऊंची मीनारनुमा इमारत
1532,1533,अधीर,अधीरज,और अधीरज को
1533,1534,अधीर,अधीरात,की अधीरात से
1534,1535,सर्वेयर,सर्वेयर्स,के सर्वेयर्स की
1535,1536,भैरों,भैरोंघाट,लिए भैरोंघाट पंपिंग
1536,1537,भैरों,भैरोंसिह,और भैरोंसिह सागर
1537,1538,भैरों,भैरोंगढ़ी,की भैरोंगढ़ी योजना
1538,1539,सांगली,सांगलीकर,संपूर्ण सांगलीकर रस्त्यावर
1539,1540,गडबड,गडबडाई,शायद गडबडाई थी
1540,1541,गडबड,गडबड़,कुछ गडबड़ हो
1541,1542,गडबड,गडबडाए,थोड़े गडबडाए कि
1542,1543,गडबड,गडबडझाला,इतना गडबडझाला होने
1543,1544,गडबड,गडबडाया,आरक्षण गडबडाया तो
1544,1545,अल्पसंख्यक,अल्पसंख्यको,तू अल्पसंख्यको मे
1545,1546,क्रिकेट,क्रिकेटीय,विशुद्ध क्रिकेटीय तरीका
1546,1547,क्रिकेट,क्रिकेटप्रेमी,साथ क्रिकेटप्रेमी भी
1547,1548,क्रिकेट,क्रिकेटिंग,के क्रिकेटिंग करिअर
1548,1549,अनीस,अनीसुल,मंत्री अनीसुल हक
1549,1550,आजमगढ़,आजमगढ़़,लेते आजमगढ़़ के
1550,1551,श्रीरामपुर,श्रीरामपुरा,माध्यमिक श्रीरामपुरा के
1551,1552,भटका,भटकाओ,तो भटकाओ तो
1552,1553,गमगीन,गमगीनी,इसलिए गमगीनी की
1553,1554,प्रवाह,प्रवाहवान,द्वारा प्रवाहवान किया
1554,1555,गार्डन,गार्डनों,के गार्डनों का
1555,1556,गार्डन,गार्डन्स,ईडन गार्डन्स स्टेडियम
1556,1557,दाएं,दाएंं,या दाएंं बाएं
1557,1558,समेट,समेटकर,में समेटकर भले
1558,1559,समेट,समेटो,चलो समेटो कल
1559,1560,समेट,समेटूँ,क्यों समेटूँ डूबना
1560,1561,समेट,समेटू,सर्व समेटू सामान्यीकरण
1561,1562,समेट,समेटिए,कि समेटिए नीतीश
1562,1563,पुनर्गठन,पुनर्गठनों,बहुजातीय पुनर्गठनों की
1563,1564,आसान,आसाना,बेहद आसाना होता
1564,1565,सौंप,सौंपें,न सौंपें वरना
1565,1566,इंटेलीजेंस,इंटेलीजेंसी,आर्टिफिशियल इंटेलीजेंसी युक्त
1566,1567,उमाकांत,उमाकांती,प्राचार्य उमाकांती आशारानी
1567,1568,फिनी,फिनीश,फिनिशर फिनीश हो
1568,1569,फोरम,फोरमल,खाद फोरमल हैड
1569,1570,शॉप,शॉप्स,मॉडल शॉप्स एंड
1570,1571,इंदौर,इंदौरः,संघः इंदौरः पूर्व
1571,1572,इंदौर,इंदौरकी,को इंदौरकी रागिनी
1572,1573,खन्ना,खन्नाः,तरुण खन्नाः खन्ना
1573,1574,खन्ना,खन्नाबल,लिए खन्नाबल से
1574,1575,ह्यूगो,ह्यूगोनोट,भाग ह्यूगोनोट के
1575,1576,फतेहगढ़,फतेहगढ़ी,जहां फतेहगढ़ी पहाड़ी
1576,1577,बचत,बचतों,छोटी बचतों के
1577,1578,पीटीए,पीटीएल,होती पीटीएल चौक
1578,1579,पीटीए,पीटीएफ,दाँतेदार पीटीएफ पैकिंग
1579,1580,पीटीए,पीटीएम,के पीटीएम में
1580,1581,पीटीए,पीटीएस,न्यू पीटीएस मेस
1581,1582,पीटीए,पीटीएफई,या पीटीएफई रेसिन
1582,1583,बंट,बंटकर,से बंटकर जमीन
1583,1584,बंट,बंटते,में बंटते जा
1584,1585,बंट,बंटती,में बंटती जा
1585,1586,विषय,विषयक्रम,व विषयक्रम यहां
1586,1587,शास्त्री,शास्त्रीः,बहादुर शास्त्रीः वॉज
1587,1588,चौबंद,चौबंदी,लिए चौबंदी और
1588,1589,दौरा,दौराः,भारत दौराः के
1589,1590,दौरा,दौराण,इस दौराण सरकारी
1590,1591,मध्यम,मध्यमः,स मध्यमः अर्थात्
1591,1592,अफसर,अफसरो,के अफसरो में
1592,1593,अफसर,अफसरान,के अफसरान केंद्र
1593,1594,अफसर,अफसरी,नहीं अफसरी दावों
1594,1595,सनसनीखेज,सनसनीखेज़,एक सनसनीखेज़ बयान
1595,1596,भ्रष्ट,भ्रष्टतम,सबसे भ्रष्टतम अफसरों
1596,1597,प्रक्रिया,प्रक्रियाएं,की प्रक्रियाएं ऐसे
1597,1598,प्रक्रिया,प्रक्रियाबद्ध,को प्रक्रियाबद्ध करने
1598,1599,संपादक,संपादकी,पर संपादकी नहीं
1599,1600,भट्टाचार्य,भट्टाचार्या,जबकि भट्टाचार्या स्वास्थ्य
1600,1601,बंधु,बंधुबांधव,लेकिन बंधुबांधव और
1601,1602,बंधु,बंधुजन,ग्वाल बंधुजन आए
1602,1603,लिबर्टी,लिबर्टीज़,सिविल लिबर्टीज़ की
1603,1604,लिबर्टी,लिबर्टीज,सिविल लिबर्टीज के
1604,1605,बदलवा,बदलवाओ,में बदलवाओ बिजली
1605,1606,बदलवा,बदलवाए,ने बदलवाए पुराने
1606,1607,बदलवा,बदलवाएं,नहीं बदलवाएं या
1607,1608,बदलवा,बदलवाई,तहरीर बदलवाई व
1608,1609,लंदन,लंदनः,अभी लंदनः ग्रेनफेल
1609,1610,स्पैनिश,स्पैनिशशब्द,लिए स्पैनिशशब्द ब्रुकलिन
1610,1611,ब्रह्मपुत्र,ब्रह्मपुत्रा,असम ब्रह्मपुत्रा नदी
1611,1612,पोलियो,पोलियों,प्लस पोलियों अभियान
1612,1613,पोलियो,पोलियोरोधी,दिवसीय पोलियोरोधी टीकाकरण
1613,1614,जिम्मा,जिम्मादारी,की जिम्मादारी सौंपी
1614,1615,क्रय,क्रयों,अपने क्रयों को
1615,1616,क्रय,क्रयकेंद्र,रहे क्रयकेंद्र केवरा
