,Derived Word,Lemma
9256,शाहजहांनी,शाहजहां
9257,शाहजहॉ,शाहजहां
9258,शाहजहा,शाहजहां
9259,शाहजहांबाद,शाहजहां
9260,शाहजहांम्,शाहजहां
9261,पेड़,पेड़
9262,पेंड़,पेड़
9263,परपेड़,पेड़
9264,संसपेक्टर,इंसपेक्टर
9265,इंसपेक्टप,इंसपेक्टर
9266,इंसपेक्टरों,इंसपेक्टर
9267,इसपेक्टर,इंसपेक्टर
9268,इंसपेक्शन,इंसपेक्टर
9269,संख्या्,संख्या
9270,सख्या,संख्या
9271,कीसंख्या,संख्या
9272,संख्याऍं,संख्या
9273,सूजनसूजन,सूजन
9274,सूजना,सूजन
9275,मेँसूजन,सूजन
9276,सूजनकी,सूजन
9277,सूजने,सूजन
9278,बोचरा,टिन
9279,फौएल,टिन
9280,कैसिराइट,टिन
9281,थौंग,टिन
9282,रश्डी,टिन
9283,वाहिनीं,वाहिनी
9284,रकवाहिनी,वाहिनी
9285,हरमदवाहिनी,वाहिनी
9286,जनवाहिनी,वाहिनी
9287,संघरषवाहिनी,वाहिनी
9288,आवश्यकीय,आवश्यक
9289,आवश्यकहै,आवश्यक
9290,आवश्यककता,आवश्यक
9291,डा.अमरजीत,अमरजीत
9292,मरजीत,अमरजीत
9293,समरजीत,अमरजीत
9294,सिमरजीत,अमरजीत
9295,सिंघवीं,सिंघवी
9296,सिंघवीजी,सिंघवी
9297,मनुसिंघवी,सिंघवी
9298,अभिषेक_मनु_सिंघवी,सिंघवी
9299,सिंघवल,सिंघवी
9300,अहमदाबादः,अहमदाबाद
9301,अहमदाबादत्न,अहमदाबाद
9302,मणीनगर,अहमदाबाद
9303,आउटलुट,आउटलुक
9304,उटलुक,आउटलुक
9305,अाउटलुक,आउटलुक
9306,ऑउटलुक,आउटलुक
9307,आउटलुक.कॉम,आउटलुक
9308,विश्रामगृहों,विश्रामगृह
9309,विश्रामग्रह,विश्रामगृह
9310,विश्रामघर,विश्रामगृह
9311,विश्रामकक्ष,विश्रामगृह
9312,विश्रामालयों,विश्रामगृह
9313,निजहॉफ़,हेग
9314,वैलजली,हेग
9315,माउटन,हेग
9316,अम्सटैर्डम,हेग
9317,बंदअस्थायी,अस्थायी
9318,अस्थायीरूप,अस्थायी
9319,अस्थायतः,अस्थायी
9320,स्सथायी,अस्थायी
9321,अस्थायई,अस्थायी
9322,है.शाकाहारी,शाकाहारी
9323,अशाकाहारी,शाकाहारी
9324,षाकाहारी,शाकाहारी
9325,आतंकवादरोध,आतंकवादरोधी
9326,आतंकरोधी,आतंकवादरोधी
9327,आतंकवादके,आतंकवादरोधी
9328,आतंकविरोधी,आतंकवादरोधी
9329,आतंकवदी,आतंकवादरोधी
9330,फोड,तोड
9331,मरोड,तोड
9332,तोड़,तोड
9333,तोडते,तोड
9334,नीमबेहोशी,बेहोशी
9335,हैबेहोशी,बेहोशी
9336,बेहोशीहो,बेहोशी
9337,बेहोशीपन,बेहोशी
9338,अर्धबेहोशी,बेहोशी
9339,सुखद्,सुखद
9340,आनंददायी,सुखद
9341,सुखदुःखरूप,सुखद
9342,सुखदर,सुखद
9343,रेफौले,एफ
9344,मरिनोस,एफ
9345,बिगेडेट,एफ
9346,आर.एस.एस,आरएसएस
9347,अारएसएस,आरएसएस
9348,बोम्बे,बॉम्बे
9349,बॉम्बेटे,बॉम्बे
9350,बॉम्बईयर,बॉम्बे
9351,वेलवेट,बॉम्बे
9352,विस्फोटकीय,विस्फोटक
9353,विस्फोटकाें,विस्फोटक
9354,बिस्फोटक,विस्फोटक
9355,उच्च्विस्फोटक,विस्फोटक
9356,टोक्यों,टोक्यो
9357,टोक्योः,टोक्यो
9358,टोक्योषा,टोक्यो
9359,टोक्योपॉप,टोक्यो
9360,गाकूजेई,टोक्यो
9361,डा.झटका,झटका
9362,झटकाए,झटका
9363,झटकाई,झटका
9364,झटकासह,झटका
9365,आलमारी,अलमारी
9366,अलमारियां,अलमारी
9367,अलमारिया,अलमारी
9368,अलमारीनुमा,अलमारी
9369,राजभाषाओं,अनुसूची
9370,अनुसूचीबद्ध,अनुसूची
9371,अनुसूचीयाँ,अनुसूची
9372,अनुसू,अनुसूची
9373,अष्टमअनुसूची,अनुसूची
9374,पहलेपहले,पहले
9375,बोदु,बल
9376,खिति,बल
9377,आततन,बल
9378,आब्द,बल
9379,डिकशक्ति,बल
9380,स्वार्थों,स्वार्थ
9381,स्वार्थो,स्वार्थ
9382,स्वार्थहित,स्वार्थ
9383,स्वार्थलोलुप,स्वार्थ
9384,मेट्टूपलयम,मेट्टूर
9385,मेट्टुर,मेट्टूर
9386,मेट्टपिप्रि,मेट्टूर
9387,मेट्टूपलायम,मेट्टूर
9388,मेट्टु,मेट्टूर
9389,पहरेदारऔर,पहरेदारी
9390,पहरेद,पहरेदारी
9391,पहरेदारों,पहरेदारी
9392,पहरेदारन,पहरेदारी
9393,मिनिटं,मिनिट
9394,मिनिटे,मिनिट
9395,मिनिटो,मिनिट
9396,मिनिटस,मिनिट
9397,होठ,होंठ
9398,होंठॊ,होंठ
9399,होंठों,होंठ
9400,होंठो,होंठ
9401,होंठल,होंठ
9402,कोट्टुरपुरम,कोट्टुर
9403,कोट्टपेटा,कोट्टुर
9404,कोट्टरे,कोट्टुर
9405,कोट्टकर,कोट्टुर
9406,कोट्टै,कोट्टुर
9407,खूलने,कूलने
9408,वसूूलने,कूलने
9409,है.भूलने,कूलने
9410,संगतसभी,कूलने
9411,क़बूलने,कूलने
9412,आगामि,आगामी
9413,अगामी,आगामी
9414,है.आगामी,आगामी
9415,समयआगामी,आगामी
9416,सालेही,सालेह
9417,सालेहपूर,सालेह
9418,सालेहीन,सालेह
9419,सालेहा,सालेह
9420,सालेहार,सालेह
9421,डॉ.श्री,श्री
9422,श्री.के,श्री
9423,नाथूलाल,श्री
9424,भूखहडताल,हडताल
9425,हडतालें,हडताल
9426,हडताली,हडताल
9427,हड़ताल,हडताल
9428,हडतालों,हडताल
9429,भयंदर,मीरा
9430,भायन्दर,मीरा
9431,भायन्द,मीरा
9432,सोर्विनो,मीरा
9433,मीराईपुर,मीरा
9434,शुद्धतापर,शुद्धता
9435,अशुद्धता,शुद्धता
9436,शुद्धताक,शुद्धता
9437,शुद्धताके,शुद्धता
9438,उच्चपदस्त,उच्चपदस्थ
9439,उच्चपदीय,उच्चपदस्थ
9440,उच्चपदासीन,उच्चपदस्थ
9441,उच्चपदों,उच्चपदस्थ
9442,समपदस्थ,उच्चपदस्थ
9443,रनवेज,रनवे
9444,रनवेज़,रनवे
9445,विरनवे,रनवे
9446,फफक,रो
9447,्ो,रो
9448,फफककर,रो
9449,तळाव,रो
9450,मिनिस्ट्रीे,मिनिस्ट्री
9451,मिनिस्ट्रीज,मिनिस्ट्री
9452,मिनिस्ट्रिज,मिनिस्ट्री
9453,मिनिस्टरी,मिनिस्ट्री
9454,मिनिस्ट,मिनिस्ट्री
9455,जयमित्र,अभयमित्र
9456,पुश्यमित्र,अभयमित्र
9457,विजयमित्र,अभयमित्र
9458,वेदमित्र,अभयमित्र
9459,अनमित्र,अभयमित्र
9460,यूरेनिय,यूरेनियम
9461,युरेनियम,यूरेनियम
9462,यूरेनिययम,यूरेनियम
9463,यूरेनियमोत्तर,यूरेनियम
9464,यूरेनियक,यूरेनियम
9465,सुशीतल,शीतल
9466,सेशीतल,शीतल
9467,हिमशीतल,शीतल
9468,शीतलं,शीतल
9469,फटककर,फटक
9470,ड़ाल,फटक
9471,पछोर,फटक
9472,भकोस,फटक
9473,फटकने,फटक
9474,हुआबीवी,पीबीवी
9475,ओबीवी,पीबीवी
9476,माँबीवी,पीबीवी
9477,सबकबीवी,पीबीवी
9478,एचआरबीवी,पीबीवी
9479,सागौर,नागौन
9480,नागौरा,नागौन
9481,लागौन,नागौन
9482,नागौरिया,नागौन
9483,ख़ुसरो,अमीर
9484,मीनाई,अमीर
9485,वुडरॉफ,अमीर
9486,बाह्य,बाहरी
9487,कडिंयां,बाहरी
9488,कडीया,बाहरी
9489,तनावदीक्षांत,दीक्षांत
9490,दिक्षांत,दीक्षांत
9491,दीक्षांतसमारोह,दीक्षांत
9492,क्षांत,दीक्षांत
9493,एडवाइजरदीक्षांत,दीक्षांत
9494,अनंता,अनंत
9495,गीते,अनंत
9496,अनन्त,अनंत
9497,अनंतों,अनंत
9498,अनंतवीर,अनंत
9499,पाठ्यक्रम_,पाठ्यक्रम
9500,पाठ्यक,पाठ्यक्रम
9501,पाठ्यक्रमो,पाठ्यक्रम
9502,पाठ्यक्रमोँ,पाठ्यक्रम
9503,अय्यरइस,अय्यर
9504,अइय्यर,अय्यर
9505,शेषय्यर,अय्यर
9506,वी.वी.एस.अय्यर,अय्यर
9507,के.वी.अय्यर,अय्यर
9508,कंट्रोलरुम,कंट्रोलर
9509,कंट्रोलरते,कंट्रोलर
9510,कंट्रोलरूम,कंट्रोलर
9511,कंट्रोलरों,कंट्रोलर
9512,कनट्रोलर,कंट्रोलर
9513,अरहन,धावा
9514,दिधावा,धावा
9515,चिटिठ्यॉँ,धावा
9516,धावाङ,धावा
9517,खस्ताहालत,खस्ता
9518,खस्त,खस्ता
9519,खस्ते,खस्ता
9520,खस्ती,खस्ता
9521,आज़म,आजम
9522,आज़म,आजम
9523,मुगले,आजम
9524,वजीरे,आजम
9525,शहीदे,आजम
9526,मनोचिकित्सकों,मनोचिकित्सक
9527,मनोचिकित्सके,मनोचिकित्सक
9528,मनोचिकित्सा,मनोचिकित्सक
9529,मनोचिकित्सों,मनोचिकित्सक
9530,मनोचिक्त्सक,मनोचिकित्सक
9531,चिदंबरमये,चिदंबरम्
9532,चिदंबरमजी,चिदंबरम्
9533,चिदंबरंम,चिदंबरम्
9534,चिंदंबरम्,चिदंबरम्
9535,दंडाधिकारियों,दंडाधिकारी
9536,दण्डाधिकारी,दंडाधिकारी
9537,न्यायदंडाधिकारी,दंडाधिकारी
9538,दण्‍डाधिकारी,दंडाधिकारी
9539,दण्डाधिकरी,दंडाधिकारी
9540,रोहतकत्न,रोहतक
9541,रोहतकी,रोहतक
9542,रोहतकः,रोहतक
9543,वंदना‎तीर्थंकर,तीर्थंकर
9544,अगले_तीर्थंकर,तीर्थंकर
9545,तीर्थंकरो,तीर्थंकर
9546,पूर्व_तीर्थंकर,तीर्थंकर
9547,सवेरावो,सवेरा
9548,सवेरारात,सवेरा
9549,हैसवेरा,सवेरा
9550,तुलसीतुलसी,तुलसी
9551,तुलसीमय,तुलसी
9552,तुलसीजो,तुलसी
9553,है.तुलसी,तुलसी
9554,तुलसी'की,तुलसी
9555,पिघलवा,पिघल
9556,पिघलि,पिघल
9557,पिघलल,पिघल
9558,पिघलो,पिघल
9559,पिघलकर,पिघल
9560,डीजलऔर,डीजल
9561,अध्यात्मिक,आध्यात्मिक
9562,हैम.आध्यात्मिक,आध्यात्मिक
9563,नेपालीयौं,नेपाली
9564,मौतनेपाली,नेपाली
9565,नेपालः,नेपाली
9566,नेपालीजी,नेपाली
9567,हस्तांतरण््,हस्तांतरण
9568,हस्तानांतरण,हस्तांतरण
9569,हस्तान्तरण,हस्तांतरण
9570,हस्तांतरणअनुसंधान,हस्तांतरण
9571,चरखीदादरी,दादरी
9572,बिसाहड़ा,दादरी
9573,बिसाहड़ा,दादरी
9574,दादरीपति,दादरी
9575,यूँहीं,यूँ
9576,यूँही,यूँ
9577,यूहीं,यूँ
9578,युहीं,यूँ
9579,यकीनन,बेशक
9580,काउंसलिंग,काउंसिलिंग
9581,उंसिलिंग,काउंसिलिंग
9582,काउंसिलिग,काउंसिलिंग
9583,काउसिलिंग,काउंसिलिंग
9584,कांउसिलिंग,काउंसिलिंग
9585,पैरामिलिटरी,मिलिटरी
9586,सालिटरी,मिलिटरी
9587,मिलिटरिज्म,मिलिटरी
9588,सलिटरी,मिलिटरी
9589,मिलिट,मिलिटरी
9590,हौसलाअफज़ाई,हौसला
9591,हौसलाअफ़ज़ाई,हौसला
9592,हौसलाअफज़ाई,हौसला
9593,हौसलाआफजाई,हौसला
9594,हौंसला,हौसला
9595,हांसील,हांसी
9596,हांसीपुर,हांसी
9597,हांसखी,हांसी
9598,हांसै,हांसी
9599,बुटाना,हांसी
9600,शशक्त,सशक्त
9601,संशक्त,सशक्त
9602,गुंटकलआंध्र,आंध्र
9603,सामराऊ,सामरा
9604,सामरोह,सामरा
9605,हइसे,सामरा
9606,सामरथवाण,सामरा
9607,हामरा,सामरा
9608,काल्पनिक'रानी,वास्तविक
9609,है.वास्तविक,वास्तविक
9610,व्वहार,दुव्यर्वहार
9611,सर्वहार,दुव्यर्वहार
9612,दुव्र्यवहार,दुव्यर्वहार
9613,व्यरवहार,दुव्यर्वहार
9614,दुर्वयवहार,दुव्यर्वहार
9615,परबरबस,बरबस
9616,अनायास,बरबस
9617,सदमाजब,सदमा
9618,सदमें,सदमा
9619,मैनाः,सदमा
9620,सदमात,सदमा
9621,हुआकैथोलिक,कैथोलिक
9622,खैथोलिक,कैथोलिक
9623,कथोलिक,कैथोलिक
9624,कैथोलिकं,कैथोलिक
9625,कॅथोलिक,कैथोलिक
9626,शुजाअत,शुजात
9627,शुजाअ,शुजात
9628,शुजाद,शुजात
9629,शुजायत,शुजात
9630,रेगरज,बजट
9631,निर्वहन्,निर्वहन
9632,निर्वहना,निर्वहन
9633,निर्वह,निर्वहन
9634,निर्वह्न,निर्वहन
9635,उस्तादी,उस्ताद
9636,डोमाजी,उस्ताद
9637,उस्तदो,उस्ताद
9638,उस्तादो,उस्ताद
9639,उस्तादे,उस्ताद
9640,दोधारी,तलवार
9641,दुधारी,तलवार
9642,तलवारसिर,तलवार
9643,तलवारी,तलवार
9644,तलवारे,तलवार
9645,आरएलएसपी,आरएसपी
9646,आरएसओ,आरएसपी
9647,आरएसस,आरएसपी
9648,आरएसयू,आरएसपी
9649,आरएसधर,आरएसपी
9650,अंतरिक्षयात्र,अंतरिक्षयात्री
9651,अंतरिक्षयात्रीयो,अंतरिक्षयात्री
9652,अन्तरिक्षयात्री,अंतरिक्षयात्री
9653,अंतरिक्षयात्रा,अंतरिक्षयात्री
9654,नाबालिगी,नाबालिग
9655,रेपनाबालिग,नाबालिग
9656,मौतनाबालिग,नाबालिग
9657,नाबालिगा,नाबालिग
9658,स्वार्थपन,स्वार्थवश
9659,स्वार्थरत,स्वार्थवश
9660,सुरमयी,सुरमई
9661,हैसुरमई,सुरमई
9662,सुरमुई,सुरमई
9663,सुरम,सुरमई
9664,मेंसुरमई,सुरमई
9665,चटाकर,चटा
9666,चटाने,चटा
9667,चटायी,चटा
9668,चटाय,चटा
9669,£े,विश
9670,हिअर,विश
9671,बक्कलसिर,विश
9672,केयरफुल,विश
9673,आर्कबिशोप,आर्कबिशप
9674,आर्कबिशप'स,आर्कबिशप
9675,आर्कबिश,आर्कबिशप
9676,आर्कबिशय,आर्कबिशप
9677,आर्कबिशाॅप,आर्कबिशप
9678,बबलीजी,बबली
9679,मनुबहन,बबली
9680,नजरिया.और,नजरिया
9681,नजरियात,नजरिया
9682,बनजरिया,नजरिया
9683,नजरियां,नजरिया
9684,स्वअभिनीत,अभिनीत
9685,आभिनीत,अभिनीत
9686,अभिनीता,अभिनीत
9687,अभिनी,अभिनीत
9688,बेकरअभिनीत,अभिनीत
9689,तड़क,भड़क
9690,भड़क,भड़क
9691,बैक‍,भड़क
9692,भड़कैल,भड़क
9693,भड़कि,भड़क
9694,मत्रुह,रुख
9695,समत्रुत,रुख
9696,सूर्यौदय,सूर्य
9697,हैसूर्य,सूर्य
9698,ढ़ांच,ढ़ांचा
9699,ढ़ांचो,ढ़ांचा
9700,ढ़ांड,ढ़ांचा
9701,ढ़ांचा,ढ़ांचा
9702,ढ़ांचों,ढ़ांचा
9703,रामलौट,रामलखन
9704,रामलगन,रामलखन
9705,रामलोटन,रामलखन
9706,रामलौटन,रामलखन
9707,रामलड़ैते,रामलखन
9708,सांडिला,सांडिआ
9709,सांड़ेस,सांडिआ
9710,सांडूनि,सांडिआ
9711,सांडिल,सांडिआ
9712,सांडूप,सांडिआ
9713,फ्समन्वय,समन्वय
9714,समन्वयय,समन्वय
9715,समन्वययागु,समन्वय
9716,समन्वय्,समन्वय
9717,योगसमन्वय,समन्वय
9718,प्रोन्नतियों,प्रोन्नति
9719,प्रोन्नती,प्रोन्नति
9720,प्रोन्नयन,प्रोन्नति
9721,प्रोन्नतियां,प्रोन्नति
9722,प्रोन्न,प्रोन्नति
9723,मकसूर,कसूर
9724,कसूरमंद,कसूर
9725,कसूरबार,कसूर
9726,वेकसूर,कसूर
9727,कुसूर,कसूर
9728,मारखां,तीस
9729,निश्चितरुप,निश्चित
9730,निश्चितंता,निश्चित
9731,निश्चितरूप,निश्चित
9732,निश्चिती,निश्चित
9733,Ραπουνζέλ,यूनानी
9734,Ανορθωτικό,यूनानी
9735,सारोसुपा,यूनानी
9736,यूनानी:αρια,यूनानी
9737,αρκτικός,यूनानी
9738,मदुगले,रंजन
9739,रंजनजी,रंजन
9740,रंजनं,रंजन
9741,लुकाजेनिफर,जेनिफर
9742,जेनिफ्फेर,जेनिफर
9743,जानें:जेनिफर,जेनिफर
9744,बर्गरजेनिफर,जेनिफर
9745,सलीमी,सलीम
9746,लुबना,सलीम
9747,नेसाकिब,सलीम
9748,मो.सलीम,सलीम
9749,सलीमन,सलीम
9750,अक्खड़,जक्खड़
9751,गक्खड़,जक्खड़
9752,अक्खड़पने,जक्खड़
9753,भुक्खड़,जक्खड़
9754,अक्खड़ता,जक्खड़
9755,स्वप्नजो,स्वप्न
9756,स्वप्नमय,स्वप्न
9757,स्वप्नक,स्वप्न
9758,ओत्नीएल,बाशा
9759,इसाइयाह,बाशा
9760,आसाप,बाशा
9761,मासेयाह,बाशा
9762,बाशान,बाशा
9763,ज़्यादातर,अधिकतर
9764,सिरकटी,लाश
9765,अधजला,लाश
9766,वैल्फेयर,वेल्फेयर
9767,वैलफेयर,वेल्फेयर
9768,फिल्फेयर,वेल्फेयर
9769,वेल्फयेर,वेल्फेयर
9770,लफेयर,वेल्फेयर
9771,बाहरचचमकताचश्माचाचीचिकित्सकचीखनाचीनीचुंबनचूसनाचेकचोदनचौकड़ीछछात्रछुपाछेड़नाछोटाछोटे,सालाकाटी
9772,जमीअते,जमीअत
9773,जमीअतुल,जमीअत
9774,जमीयतुल,जमीअत
9775,नुमाइंदाें,नुमाइंदा
9776,नुमाइंदो,नुमाइंदा
9777,नुमाइंदी,नुमाइंदा
9778,महिम_भट्ट,भट्ट
9779,सी.भट्ट,भट्ट
9780,महेशभट्ट,भट्ट
9781,नसीमी,नसीम
9782,तनसीम,नसीम
9783,नसीमे,नसीम
9784,अशरफनसीम,नसीम
9785,बुल्सआई,बुल्स
9786,गोबुल्स,बुल्स
9787,पिटबुल्स,बुल्स
9788,बुल्सारा,बुल्स
9789,काबुल्स,बुल्स
9790,जलमगन,जलमग्न
9791,जलमग्‍न,जलमग्न
9792,जलमग्र,जलमग्न
9793,जलमग्नसीमा,जलमग्न
9794,जलमग्नता,जलमग्न
9795,परमिटों,परमिट
9796,पिपरमिट,परमिट
9797,परमिटो,परमिट
9798,शोरमिट,परमिट
9799,हरमिट,परमिट
9800,अड्डो,हवाई
9801,हवाई‍,हवाई
9802,अल्युशियन,हवाई
9803,हवाईजहाज़,हवाई
9804,कानूनविद्,कानूनविद
9805,क़ानूनविद,कानूनविद
9806,क़ानूनविद,कानूनविद
9807,न्यायविद्,कानूनविद
9808,न्यायविद,कानूनविद
9809,फ़ागुनी,फागुनी
9810,फागुन,फागुनी
9811,फागुनमे,फागुनी
9812,फागुनसँ,फागुनी
9813,बासंती,फागुनी
9814,काशीकर,वसंत
9815,रंजने,वसंत
9816,वसन्त,वसंत
9817,रजौरी,राजौरी
9818,जौरी,राजौरी
9819,राजौ,राजौरी
9820,राजौर,राजौरी
9821,नगरराजौरी,राजौरी
9822,असहानुभूति,सहानुभूति
9823,सहानुभूती,सहानुभूति
9824,सहानुभूतु,सहानुभूति
9825,सहानुभूतिक,सहानुभूति
9826,सहानुभूतिऔर,सहानुभूति
9827,रस्सीकूद,रस्सी
9828,रस्सीासँ,रस्सी
9829,रस्सीब,रस्सी
9830,रस्सीके,रस्सी
9831,रस्सी्,रस्सी
9832,गम्भीर,गंभीर
9833,गंभीरऔर,गंभीर
9834,गंभीरउमर,गंभीर
9835,गंभीरे,गंभीर
9836,गंभीरः,गंभीर
9837,चरमराकर,चरमरा
9838,चरमरायी,चरमरा
9839,चरमराई,चरमरा
9840,चरमराया,चरमरा
9841,चरमराए,चरमरा
9842,इंफ्रारैड,इंफ्रारेड
9843,इनफ्रारेड,इंफ्रारेड
9844,इन्फ्रारेड,इंफ्रारेड
9845,वृश्चिक,धनु
9846,वृष,धनु
9847,बृश्चिक,धनु
9848,वृ्श्चिक,धनु
9849,सलाल,बगलिहार
9850,बाणसागर,बगलिहार
9851,खुलिहार,बगलिहार
9852,जमरानी,बगलिहार
9853,रिहन्द,बगलिहार
9854,फैड्डन,आर्थर
9855,ज़जोंक,आर्थर
9856,मेकआर्थर,आर्थर
9857,वोर्थर,आर्थर
9858,अनाभिकीय,नाभिकीय
9859,तापनाभिकीय,नाभिकीय
9860,उपनाभिकीय,नाभिकीय
9861,खनननाभिकीय,नाभिकीय
9862,राइबोनाभिकीय,नाभिकीय
9863,वेलसाओ,गोवा
9864,पोंडा,गोवा
9865,बेनाउलिम,गोवा
9866,अगोंडा,गोवा
9867,कालांगुट,गोवा
9868,कानून.व्यवस्था,व्यवस्था
9869,व्यवस्थाएॅ,व्यवस्था
9870,व्यवस्थाको,व्यवस्था
9871,व्यवस्थायें,व्यवस्था
9872,जायसवालों,जायसवाल
9873,काशीप्रसाद_जायसवाल,जायसवाल
9874,जायसवालजी,जायसवाल
9875,खिचवाई,फोटो
9876,खिचवाए,फोटो
9877,खिचवा,फोटो
9878,फ़ोटो,फोटो
9879,फ़ोटोस,फोटो
9880,मवरोंग,जुरोंग
9881,जिरोंग,जुरोंग
9882,यिशुन,जुरोंग
9883,इंट्रेस्टिंग,इंट्रेस्ट
9884,इंट्रेस्ट्स,इंट्रेस्ट
9885,इंट्रेस्टेड,इंट्रेस्ट
9886,इंट्रेस,इंट्रेस्ट
9887,इंट्रेस्‍टिंग,इंट्रेस्ट
9888,ट्रांज़िशंस,ट्रांबे
9889,ट्रांशमिशन,ट्रांबे
9890,ट्रांफर,ट्रांबे
9891,ट्रांईगल,ट्रांबे
9892,कांबे,ट्रांबे
9893,ग्लाइसेरीथेनिक,ग्लाइसेरोल
9894,ग्लाइसेटेड,ग्लाइसेरोल
9895,ग्लाइसेम,ग्लाइसेरोल
9896,ग्लाइसमिक,ग्लाइसेरोल
9897,ग्लाइसेम्क,ग्लाइसेरोल
9898,बिचाराधीन,विचाराधीन
9899,विचाराधिन,विचाराधीन
9900,विचाराधरा,विचाराधीन
9901,विधाराधीन,विचाराधीन
9902,उपचाराधीन,विचाराधीन
9903,धापी,आपा
9904,सदफ़,आपा
9905,सुधबुध,आपा
9906,आडव,आपा
9907,कौरराजिंदर,राजिंदर
9908,रजिंदर,राजिंदर
9909,बरजिंदर,राजिंदर
9910,कुलजिंदर,राजिंदर
9911,निजी़,निजी
9912,स्टारडॉम,स्टारडस्ट
9913,स्ट्रडस्ट,स्टारडस्ट
9914,स्टारडेट,स्टारडस्ट
9915,स्टारडॉल,स्टारडस्ट
9916,स्टारडाल,स्टारडस्ट
9917,परगांव,मारगांव
9918,शहरगांव,मारगांव
9919,तारगांव,मारगांव
9920,ऊसरगांव,मारगांव
9921,उरगांव,मारगांव
9922,झुलसकर,झुलस
9923,झुलसि,झुलस
9924,झुलसें,झुलस
9925,झुलसीं,झुलस
9926,झुलसने,झुलस
9927,समानय,समान
9928,समानरूप,समान
9929,सताने,सता
9930,सताता,सता
9931,सताती,सता
9932,थाईलैंड‌,थाईलैंड
9933,थाइलैण्ड,थाईलैंड
9934,थाईलैंण्ड,थाईलैंड
9935,उपायुक्तों,उपायुक्त
9936,उपायुक्तजिला,उपायुक्त
9937,उपायुक्,उपायुक्त
9938,उपमंडलाधीश,उपायुक्त
9939,उपमंडलाधिकारी,उपायुक्त
9940,चढ़ाईयों,चढ़ाई
9941,चढ़ाईं,चढ़ाई
9942,चढ़ाई,चढ़ाई
9943,चढ़नी,चढ़ाई
9944,इजाजुल,इजाज
9945,इजाजात,इजाज
9946,हसीबुल,इजाज
9947,शमोएल,इजाज
9948,इजाज़,इजाज
9949,धमाकाः,धमाका
9950,धमाकाचीख,धमाका
9951,धमाकाजो,धमाका
9952,धमाकाखेज,धमाका
9953,प्रचार.प्रसार,प्रसार
9954,प्रचारप्रसार,प्रसार
9955,लिफ्टलिफ्ट,लिफ्ट
9956,लिफ्टके,लिफ्ट
9957,लिफ्टका,लिफ्ट
9958,लिफ्टरज़ज,लिफ्ट
9959,राघवन्,राघवन
9960,के_राघवन,राघवन
9961,राघवनंद,राघवन
9962,राघवनी,राघवन
9963,केईएन,राघवन
9964,साँपपन,साँप
9965,साँपकी,साँप
9966,साँपन,साँप
9967,साँपक,साँप
9968,ज़ौफ़,नोज
9969,नोज़,नोज
9970,टीथ,नोज
9971,यॉर,नोज
9972,इटर,नोज
9973,भरभरा,ढह
9974,ढही,ढह
9975,भरभराकर,ढह
9976,भरभराइ,ढह
9977,दरक,ढह
9978,छज्जूमल,छज्जा
9979,छज्जायुक्त,छज्जा
9980,छज्जो,छज्जा
9981,छज्ज,छज्जा
9982,परिवारवालो,परिवारवाला
9983,परिवारवाले,परिवारवाला
9984,कारवाला,परिवारवाला
9985,दीवारवाला,परिवारवाला
9986,सरकारवाला,परिवारवाला
9987,बिसंगति,विसंगति
9988,तात्विकविसंगति,विसंगति
9989,विसंगतिपूर्ण,विसंगति
9990,विसंगतिय,विसंगति
9991,छिंज,गतका
9992,गतके,गतका
9993,भंगड़ा,गतका
9994,गिद्दा,गतका
9995,गींदड़,गतका
9996,फारमूलों,फारमूला
9997,फारमूली,फारमूला
9998,बारमूला,फारमूला
9999,फॉरमूला,फारमूला
10000,तरबतर,बतर
10001,चुहचुहाहट,बतर
10002,तरबर,बतर
10003,चुहचुहा,बतर
10004,टेबूल,डासना
10005,मौसेस,डासना
10006,मुरादनगर,डासना
10007,हापुड,डासना
10008,अमौन्गास,फंगस
10009,एमोंगस,फंगस
10010,फफुंद,फंगस
10011,एग्जिमा,फंगस
10012,डैंडरफ,फंगस
10013,कन्जरवेशन,कंजरवेशन
10014,कंजरवेशनल,कंजरवेशन
10015,कंजर्वेशन,कंजरवेशन
10016,रिजरवेशन,कंजरवेशन
10017,कंजरवेटर,कंजरवेशन
10018,चढाकर,चढा
10019,चढाने,चढा
10020,वेलूपमक,वेलू
10021,वेलूट,वेलू
10022,थाम्बी,वेलू
10023,तंपी,वेलू
10024,थंगावेलू,वेलू
10025,अपनाअपना,अपना
10026,हाइड्रोपावर,हाइड्रो
10027,डाइहाइड्रो,हाइड्रो
10028,हाइड्रोइक,हाइड्रो
10029,हाइड्रोशील,हाइड्रो
10030,हाइड्रोइलेक्ट्रिक,हाइड्रो
10031,अराइवल,एराइवल
10032,राइवल,एराइवल
10033,मेडाइवल,एराइवल
10034,सरवाइवल,एराइवल
10035,रीवाइवल,एराइवल
10036,कहैछै,खिरमे
10037,आगाँमे,खिरमे
10038,कोतबाल,खिरमे
10039,अबधारि,खिरमे
10040,चढ़ि‍,खिरमे
10041,औरइटैलियन,इटैलियन
10042,कोचइटैलियन,इटैलियन
10043,सेइटैलियन,इटैलियन
10044,इटैलि,इटैलियन
10045,महसचिव,गृहसचिव
10046,मुख्यसचिव,गृहसचिव
10047,राज्यसचिव,गृहसचिव
10048,अधिसचिव,गृहसचिव
10049,केसचिव,गृहसचिव
